user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GROS22-1_SAMEA110290276_MAG_00000153	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.81, 0.937; GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 88.81, 0.873; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.29, 0.688; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.62, 0.505; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.41, 0.86; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.25, 0.837; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 84.2, 0.783; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 84.04, 0.824; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 83.86, 0.597; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 83.67, 0.656; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 83.66, 0.665; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.6, 0.828; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 83.06, 0.837; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 82.78, 0.833; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 81.52, 0.747; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 81.21, 0.534; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 81.17, 0.575	50.65	11	0.98842	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290278_MAG_00000054	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.72, 0.925; GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 88.7, 0.832; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.93, 0.747; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.83, 0.755; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 84.55, 0.707; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.4, 0.763; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.37, 0.821; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 84.11, 0.656; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 84.1, 0.708; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 84.04, 0.591; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 83.91, 0.754; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.35, 0.796; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 83.32, 0.771; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 82.92, 0.827; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 82.06, 0.673; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 81.1, 0.517; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 81.02, 0.564	68.78	11	0.99201	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290278_MAG_00000081	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA525;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA525;g__;s__	taxonomic novelty determined using RED	N/A	N/A	53.82	11	0.80498	N/A
GROS22-1_SAMEA110290279_MAG_00000160	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 89.12, 0.863; GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.69, 0.925; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.3, 0.714; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.93, 0.472; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.84, 0.857; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.51, 0.801; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 84.38, 0.764; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 84.05, 0.832; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 83.94, 0.671; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.74, 0.82; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 83.66, 0.658; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 83.6, 0.789; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 83.31, 0.609; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 83.17, 0.845; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 81.85, 0.745; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 81.35, 0.602; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 81.23, 0.503	37.42	11	0.98761	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290280_MAG_00000125	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 88.55, 0.857; GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.49, 0.916; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.1, 0.647; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.71, 0.57; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.64, 0.824; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.56, 0.794; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 84.52, 0.773; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 83.88, 0.761; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 83.85, 0.622; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 83.74, 0.63; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.62, 0.798; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 83.54, 0.58; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 83.12, 0.794; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 82.99, 0.836; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 81.68, 0.693; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 81.14, 0.538; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 81.0, 0.571	62.05	11	0.98774	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290281_MAG_00000034	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 88.8, 0.906; GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.62, 0.924; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.34, 0.749; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.64, 0.848; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.48, 0.825; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.46, 0.468; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 84.0, 0.813; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 83.97, 0.772; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 83.92, 0.708; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 83.39, 0.637; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 83.37, 0.632; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.28, 0.865; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 83.2, 0.819; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 82.98, 0.848; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 81.55, 0.749; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 80.72, 0.596; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 80.57, 0.526	46.4	11	0.98791	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290282_MAG_00000037	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.91, 0.913; GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 88.89, 0.882; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.42, 0.677; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.91, 0.441; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.6, 0.821; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.55, 0.862; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 84.5, 0.795; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 84.02, 0.656; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 84.02, 0.677; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 84.0, 0.595; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 83.98, 0.8; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.44, 0.841; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 83.2, 0.826; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 82.99, 0.851; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 81.65, 0.744; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 81.32, 0.59; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 81.31, 0.503	56.54	11	0.98772	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290284_MAG_00000134	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 88.83, 0.876; GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.66, 0.936; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.15, 0.651; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.87, 0.515; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.69, 0.826; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 84.57, 0.739; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.33, 0.78; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 84.23, 0.674; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 84.07, 0.761; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 83.84, 0.592; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 83.58, 0.615; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.51, 0.817; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 83.2, 0.839; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 82.7, 0.872; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 81.94, 0.716; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 81.16, 0.615; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 81.12, 0.495	57.82	11	0.98793	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290285_MAG_00000286	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 88.57, 0.857; GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.51, 0.928; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.04, 0.637; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.95, 0.5; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.64, 0.798; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.28, 0.776; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 84.26, 0.61; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 84.25, 0.726; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 84.15, 0.538; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 83.82, 0.789; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 83.59, 0.619; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.26, 0.843; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 82.97, 0.785; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 82.93, 0.816; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 82.14, 0.65; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 81.1, 0.466; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 80.94, 0.565	49.73	11	0.99146	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290291_MAG_00000149	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCF_000220175.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum koreense	90.34	0.929	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 89.68, 0.888; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 85.58, 0.735; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 85.01, 0.531; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 84.7, 0.755; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 84.59, 0.755; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 84.27, 0.847; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 83.85, 0.602; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 83.83, 0.663; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 83.67, 0.806; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 83.65, 0.837; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 83.35, 0.867; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 83.25, 0.816; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 83.1, 0.704; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 81.72, 0.806; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 81.36, 0.653; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 81.35, 0.602	38.85	11	0.99721	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290292_MAG_00000005	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 88.38, 0.865; GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 88.29, 0.902; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 86.08, 0.596; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 84.12, 0.59; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 83.94, 0.714; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 83.82, 0.721; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 83.69, 0.798; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 83.48, 0.515; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 83.28, 0.591; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 83.19, 0.562; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 83.13, 0.727; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 82.85, 0.737; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 82.45, 0.751; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 82.37, 0.747; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 81.26, 0.646; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 80.56, 0.559; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 80.46, 0.488	75.34	11	0.99188	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GROS22-1_SAMEA110290292_MAG_00000035	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000220175.1, s__Nitrosarchaeum koreense, 95.0, 93.26, 0.956; GCA_018334095.1, s__Nitrosarchaeum sp018334095, 95.0, 92.86, 0.9; GCA_012030815.1, s__Nitrosarchaeum sp012030815, 95.0, 84.91, 0.656; GCA_003569705.1, s__Nitrosarchaeum sp003569705, 95.0, 83.32, 0.838; GCA_023264875.1, s__Nitrosarchaeum sp023264875, 95.0, 83.21, 0.775; GCA_005798405.1, s__Nitrosarchaeum sp005798405, 95.0, 83.06, 0.8; GCA_016234975.1, s__Nitrosarchaeum sp016234975, 95.0, 82.81, 0.637; GCA_009697485.1, s__Nitrosarchaeum sp009697485, 95.0, 82.76, 0.512; GCA_013140415.1, s__Nitrosarchaeum sp013140415, 95.0, 82.63, 0.656; GCA_021414105.1, s__Nitrosarchaeum sp021414105, 95.0, 82.58, 0.8; GCA_004297665.1, s__Nitrosarchaeum sp004297665, 95.0, 82.54, 0.562; GCA_000204585.1, s__Nitrosarchaeum limnae, 95.0, 82.0, 0.812; GCA_023265135.1, s__Nitrosarchaeum sp023265135, 95.0, 81.77, 0.787; GCA_021414365.1, s__Nitrosarchaeum sp021414365, 95.0, 81.67, 0.831; GCA_002737445.1, s__Nitrosarchaeum sp002737445, 95.0, 80.63, 0.669; GCA_016844465.1, s__Nitrosarchaeum sp016844465, 95.0, 80.24, 0.512; GCA_022758935.1, s__Nitrosarchaeum sp022758935, 95.0, 79.87, 0.588	36.2	11	0.99439	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
